Lat,Long,YY,LoAge,UpAge,Ex,Pf
14.6981,-16.8783,2014,1.2,4.8,22,0
14.5993,-16.909,1974,2,9,143,79
14.765,-17.069,1905,0,3,20,9
14.765,-17.069,1965,0,15,312,100
14.765,-17.069,1967,2,9,641,190
14.7793,-16.6884,2009,1,5,15,0
14.7064,-17.0633,2008,0.9,5,22,0
14.7839,-16.9257,2008,0.8,5,43,0
14.7403,-16.8364,2008,0.7,5,19,0
14.75,-16.8,2014,0.7,4.9,52,0
14.801,-16.926,1905,0,3,19,3
14.801,-16.926,1906,0,3,21,9
14.801,-16.926,1922,0,15,101,62
14.803,-16.923,1968,0,14,100,35
14.803,-16.923,2013,0.5,4.9,92,0
14.803,-16.923,2014,0.7,4.8,82,0
14.8833,-17.0833,1960,0,14,72,15
14.8172,-16.6673,2013,0.5,4.9,44,0
15.101,-16.834,2014,0.5,4.9,52,0
15.2507,-16.3691,2011,0.5,5.9,24,0
15.002,-16.8687,2010,0.5,5.3,17,0
14.9445,-16.6998,2010,1,5.9,15,0
15.0774,-16.5048,2011,2.3,5.7,10,0
14.9608,-16.8197,2010,0.7,5.5,19,0
15.067,-16.917,1966,0,15,29,13
15.067,-16.917,1991,2,9,50,4
14.9232,-16.828,1965,0,14,124,71
15.0833,-16.9,1960,0,14,78,10
15.0166,-16.8166,1960,0,14,23,2
15.016,-16.933,1964,0,99,367,164
15.1,-16.2333,1960,0,9,24,7
15.066,-16.634,2014,0.6,4.8,43,0
15.0333,-16.3833,1960,0,14,78,24
15.142,-16.887,2014,0.6,4.9,26,0
15.102,-16.552,1966,0,15,1025,490
14.865,-17.034,1905,0,3,10,4
15.129,-16.626,1922,0,15,144,69
15.084,-16.769,1965,2,9,404,72
15.084,-16.769,1967,0,15,462,211
15.084,-16.769,2013,0.6,4.7,53,0
14.931,-16.985,1951,0,9,100,19
14.931,-16.985,2013,0.6,4.8,37,1
14.967,-17.05,1991,0,10,298,10
14.967,-17.05,1993,0,10,175,0
15.067,-16.351,1966,0,15,1895,684
14.969,-16.901,1965,0,15,1015,395
14.9666,-16.9,1960,0,14,55,16
14.9666,-16.9,1964,2,9,322,89
14.9666,-16.9,1965,2,9,519,202
15.1133,-16.4158,2013,0.8,4.8,23,0
15.017,-16.701,2014,0.6,4.9,25,0
14.9894,-17.0073,2008,0.6,5,18,5
15.182,-16.7431,2008,0.5,5,33,1
15.2502,-16.7947,2008,0.5,5,16,0
14.914,-17.069,1991,0,99,336,19
14.914,-17.069,1992,0,10,94,3
14.914,-17.069,1993,0,10,65,0
15.034,-16.25,2014,0.7,4.7,34,0
14.951,-16.817,1905,0,3,19,5
14.951,-16.817,1922,0,15,48,26
14.953,-16.817,1968,0,14,100,51
14.953,-16.817,2013,0.6,4.9,26,0
13.1394,-16.5311,2013,0.6,4.9,35,0
12.6666,-16.0833,1951,0,9,102,33
12.6666,-16.0833,1952,0,9,100,26
12.667,-16.25,1950,0,9,100,55
12.667,-16.25,2013,1.3,4.8,11,0
12.816,-16.236,1905,0,3,22,18
12.816,-16.236,1906,0,3,20,8
12.816,-16.236,1950,0,9,100,32
12.816,-16.236,1951,0,9,100,22
12.816,-16.236,1968,0,14,100,59
12.816,-16.236,2013,0.7,4.8,14,0
12.8667,-16.3176,2011,0.6,5.2,17,1
12.9602,-15.9911,2011,0.5,5.3,16,1
12.9185,-16.7367,2011,1.1,5.6,13,0
12.7242,-16.4,2011,1.1,5.4,13,0
12.8024,-16.2448,2011,1,5.8,18,0
13.041,-16.607,1964,0,15,183,55
13.041,-16.607,2013,0.5,4.8,24,0
13.041,-16.607,2014,0.6,4.6,25,0
13.15,-16.2666,1960,0,14,69,69
12.951,-16.467,2014,0.6,4.9,45,0
12.934,-16.233,1950,0,9,100,42
12.923,-16.739,1964,0,99,92,61
12.867,-16.577,2014,0.8,4.9,29,0
12.8666,-16.7,1960,0,14,31,4
12.9166,-16.2666,1960,0,14,102,47
12.8833,-16.2166,1960,0,14,39,8
12.734,-16.334,2014,1,4.6,18,0
12.6666,-16.1333,1960,0,14,21,3
12.9666,-16.2333,1951,0,9,100,53
12.8209,-16.2163,2008,0.9,4.9,23,1
12.939,-16.1252,2008,0.6,5,15,2
12.7867,-16.0227,2008,0.5,5,31,0
13.0136,-16.4473,2008,0.8,5,16,1
12.983,-16.201,1950,0,9,100,56
12.983,-16.201,1964,0,15,160,73
12.983,-16.201,2014,0.5,4.8,24,0
12.801,-16.217,1964,2,9,186,90
12.801,-16.217,2013,0.5,4.9,43,0
12.733,-16.45,1964,0,15,702,332
12.417,-16.735,1964,0,99,48,25
12.3676,-16.7066,2011,0.8,5.8,15,0
12.4937,-16.5774,2011,0.7,5.3,17,0
12.4673,-16.78,2014,0.8,4.8,20,0
12.55,-16.5333,1960,0,14,13,1
12.352,-16.718,1963,0,15,150,60
12.352,-16.718,1964,0,99,106,66
12.517,-16.602,1963,0,15,500,246
12.566,-16.584,1992,7,14,150,80
12.566,-16.584,2012,0.6,4.8,20,2
12.468,-16.568,1960,0,14,40,5
12.493,-16.548,1950,0,9,100,36
12.467,-16.568,2014,0.5,4.9,15,0
12.5251,-16.5485,2009,1,4.9,15,0
12.5,-16.384,1960,0,14,18,4
12.5355,-16.1627,1960,0,14,22,19
12.5738,-16.253,2011,0.8,5.2,10,1
12.5724,-16.2745,2011,0.7,5.6,28,1
12.5655,-16.2828,2011,1,5.2,45,0
12.517,-16.451,2014,0.5,4.8,14,0
12.474,-16.368,1987,0,99,169,70
12.45,-16.23,2013,0.6,4.9,37,0
12.5665,-16.1832,1963,0,15,105,54
12.483,-16.368,1967,0,15,396,183
12.5333,-16.469,1950,0,9,100,49
12.5556,-16.2818,2008,1,5,40,1
12.5507,-16.2676,2008,0.7,5,34,0
12.578,-16.287,1905,0,3,20,7
12.578,-16.287,1950,0,14,100,32
12.578,-16.287,1951,0,14,100,22
12.578,-16.287,2012,0.5,4.9,81,1
12.578,-16.287,2014,0.7,4.8,115,0
