"web_x","web_y"
-7892484.96018742,5331511.99617632
-7892541.85599565,5331480.56919623
-7892609.7925335,5331456.1236776
-7892678.57871481,5331434.58830918
-7892744.81769339,5331419.45323586
-7892811.90737827,5331416.53534055
-7892877.30081647,5331424.67418772
-7892940.1470684,5331449.10458183
-7893005.54052267,5331467.13323225
-7893070.08544677,5331482.25486608
-7893095.56448242,5331499.12439451
-7893126.14230881,5331541.59501035
-7893188.13645831,5331541.58788013
-7893188.14130914,5331584.06373087
-7893342.70369651,5331584.04595392
-7893374.1308339,5331626.51685858
-7893404.70380943,5331626.51334222
-7893435.28163565,5331668.98453787
-7893497.2757846,5331668.97740758
-7893528.69322047,5331626.49908165
-7893559.27104656,5331668.97027719
-7893651.83817062,5331668.95963062
-7893713.84306745,5331753.3213623
-7893744.41604267,5331753.31784592
-7893775.83347826,5331710.8391361
-7893806.41019107,5331753.31071563
-7893868.4054525,5331753.30358524
-7893898.98327856,5331795.77688325
-7894065.43424116,5331789.93867225
-7894122.33928354,5331839.39049576
-7894188.58317669,5331867.31305216
-7894259.92047778,5331873.70511114
-7894330.40780304,5331874.27815309
-7894383.06383076,5331902.20237671
-7894424.68172084,5331945.83738964
-7894464.60118811,5331991.21932159
-7894507.91065647,5331973.17563045
-7894556.31904843,5331981.89807269
-7894604.72340328,5331965.01764837
-7894653.13245968,5331979.55926414
-7894698.14121468,5331967.3345738
-7894734.6531372,5331922.52664487
-7894827.22137136,5331922.51599834
-7894889.20588296,5331838.13847742
-7895012.34597786,5331838.12431515
-7895043.76341263,5331795.64522014
-7895074.33638678,5331795.64170402
-7895136.32194518,5331710.68266691
-7895288.31858495,5331554.72908421
-7895329.92597596,5331506.43121856
-7895243.2959447,5331445.34839698
-7895125.26389158,5331561.73053971
-7895043.73962597,5331587.3416833
-7894984.29827947,5331639.71453532
-7894795.77489917,5331710.72183183
-7894703.2066648,5331710.73247787
-7894672.63965394,5331753.21108864
-7894486.65425553,5331746.8322976
-7894394.08675133,5331753.24312505
-7894301.51962913,5331753.25377133
-7894239.51584673,5331668.89204056
-7894208.94287189,5331668.89555676
-7894146.93791004,5331583.95345786
-7894115.51562395,5331583.9570717
-7894084.94861257,5331626.4351056
-7893992.38037642,5331626.4457519
-7893960.95323972,5331583.9748478
-7893960.94838912,5331541.49899791
-7893901.5016429,5331536.85223339
-7893853.08992776,5331499.03727071
-7893802.131193,5331459.47785908
-7893745.22787824,5331425.15701354
-7893683.2314204,5331414.69024238
-7893621.23727165,5331414.69737217
-7893589.81013484,5331372.22743186
-7893559.2371594,5331372.23094797
-7893528.66903423,5331414.70801827
-7893497.2467476,5331414.7116321
-7893466.67003493,5331372.24159387
-7893435.24774823,5331372.24520768
-7893404.66992243,5331329.77536288
-7893374.09694684,5331329.77887898
-7893342.6698097,5331287.30779991
-7893312.09794717,5331287.31131587
-7893280.68051072,5331329.78962259
-7893222.9311395,5331323.97748824
-7893166.87680271,5331286.74690485
-7893113.36980125,5331244.27856092
-7893060.71191185,5331200.06699121
-7893004.65724259,5331159.92680325
-7892948.60297211,5331123.27950189
-7892889.15258616,5331096.52211698
-7892831.40142056,5331075.00213154
-7892760.91655032,5331095.95576415
-7892698.92852877,5331159.3808595
-7892648.83172757,5331230.36858352
-7892600.43084117,5331287.39316414
-7892569.85897805,5331287.39668026
-7892538.44154121,5331329.87498798
-7892507.86856493,5331329.87850428
-7892477.29073799,5331287.40732675
-7892445.86845046,5331287.41094071
-7892383.86466523,5331203.05342081
-7892322.71871233,5331203.06045329
-7892291.30120867,5331244.95574203
-7892260.72934529,5331244.95925819
-7892229.31190804,5331287.43584767
-7892044.17653915,5331287.45714103
-7891982.17163991,5331203.09962054
-7891982.16479621,5331143.1725534
-7891982.15708874,5331075.68090039
-7891951.58037487,5331033.21240486
-7891951.57552474,5330990.74058659
-7891889.57062612,5330906.38574876
-7891827.5753611,5330906.39287865
-7891796.99864713,5330863.92362845
-7891765.57635895,5330863.92724222
-7891734.99853202,5330821.45971057
-7891703.57624378,5330821.46332432
-7891680.64347999,5330790.04937607
-7891680.63431177,5330709.76133315
-7891644.95211409,5330592.82489393
-7891528.6003851,5330539.31447473
-7891487.83034268,5330482.88730775
-7891492.04821789,5330241.45164519
-7891363.80219664,5330143.73046281
-7891322.18352368,5330103.01211954
-7891264.4322733,5330071.02203184
-7891201.58497239,5330047.17780554
-7891147.23005279,5330016.93214378
-7891085.23478617,5330016.93927255
-7891054.65807281,5329974.47559529
-7891023.23578382,5329974.47920848
-7890992.65795732,5329932.01572455
-7890956.14091404,5329932.01992356
-7890804.96853627,5329878.51729703
-7890707.29324912,5329770.90688688
-7890590.94762835,5329770.92026499
-7890618.13359014,5329860.50415457
-7890590.96602681,5329932.06191475
-7890559.54858624,5329974.53252799
-7890404.9861858,5329974.55030149
-7890374.40835863,5329932.086817
-7890342.98606906,5329932.09043032
-7890312.40824171,5329889.62561403
-7890281.83637644,5329889.62912953
-7890188.40433881,5329762.82162779
-7890188.39949023,5329720.35559117
-7890127.24494909,5329635.42960358
-7890127.2401007,5329592.96414671
-7890095.81302885,5329551.08350055
-7890095.80818058,5329508.61842752
-7890065.23035355,5329466.15553816
-7890047.37926109,5329320.14953588
-7890098.32045146,5329196.24113371
-7890213.80864545,5329115.37102134
-7890133.9636145,5328981.01072995
-7890053.29395857,5329053.14887055
-7889972.60517817,5328957.76158127
-7890003.13951277,5328619.22485996
-7890033.68721153,5328407.4985228
-7890033.68236494,5328365.03712877
-7890065.09980877,5328322.57384062
-7890065.09496249,5328280.11435776
-7890095.66309504,5328237.65002898
-7890139.81723599,5328178.90028939
-7890165.28618207,5328107.35616728
-7890201.7956591,5328041.04714029
-7890228.96435654,5327979.39148358
-7890284.1573026,5327910.75303496
-7890289.2498513,5327881.6723128
-7890299.4364906,5327846.77448751
-7890314.70837732,5327718.81741609
-7890292.61955069,5327640.30403589
-7890292.60800207,5327539.10549627
-7890282.4104777,5327478.62072546
-7890267.96706091,5327423.95317567
-7890251.8252872,5327371.61266509
-7890235.68351357,5327319.272448
-7890219.54034636,5327254.71918019
-7890205.09546988,5327187.25730321
-7890188.9509758,5327111.07416994
-7890188.09489579,5327051.75432137
-7890188.09011791,5327009.88146583
-7889910.3440683,5326628.41649897
-7889940.91220397,5326585.95968495
-7889940.90742694,5326544.09044324
-7889910.32960394,5326501.64103882
-7889910.32476059,5326459.18983888
-7889940.89289675,5326416.73531908
-7889940.88805338,5326374.28298087
-7890002.87370358,5326289.95561067
-7890033.45034662,5326331.82172416
-7890219.43504307,5326331.80035463
-7890281.43999902,5326416.69618963
-7890310.31435564,5326416.69287196
-7890342.58484415,5326416.68916407
-7890374.01197764,5326459.13656001
-7890436.00724699,5326459.1294367
-7890497.99171681,5326374.21896975
-7890497.98687384,5326331.76834965
-7890528.55507621,5326289.8952113
-7890497.97725439,5326247.44848736
-7890466.5549641,5326247.45209761
-7890404.55112216,5326162.55780168
-7890373.97814304,5326162.56131431
-7890342.55100997,5326120.11526684
-7890311.97803079,5326120.11877945
-7890281.40616471,5326120.12229192
-7890249.97909785,5326078.25722561
-7890187.98382804,5326078.26434838
-7890157.40600614,5326035.81858653
-7890064.83886988,5326035.82922173
-7890064.83402734,5325993.38014021
-7890033.40689398,5325950.93333746
-7890033.40205157,5325908.48464197
-7889940.82045428,5325781.73111808
-7889848.25331732,5325781.7417528
-7889817.67549529,5325739.29581463
-7889755.68022463,5325739.30293703
-7889662.24931584,5325612.5518073
-7889662.24447387,5325570.10465024
-7889631.66665211,5325527.66119845
-7889631.63282657,5325231.11554066
-7889662.20096514,5325188.66660586
-7889662.19134889,5325104.35706689
-7889786.16147993,5324935.14378956
-7889817.58377107,5324935.14018024
-7889878.73823317,5325019.44116737
-7889972.15579495,5325019.43043683
-7890002.73361561,5325061.87157817
-7890033.30548215,5325061.86806647
-7890095.31043493,5325146.75235448
-7890126.72788469,5325104.30370612
-7890219.29502142,5325104.29307322
-7890249.87284193,5325146.73460021
-7890281.29029161,5325104.28595205
-7890311.86215792,5325104.28244039
-7890373.86704379,5325188.58485664
-7890404.44002312,5325188.58134481
-7890497.87106028,5325316.48972388
-7890527.59379968,5325308.34527135
-7890559.02179372,5325358.34795994
-7890559.02663507,5325400.79415366
-7890373.92016792,5325654.33663757
-7890342.4978774,5325654.34024736
-7890311.92974003,5325696.7912993
-7890281.35787385,5325696.79481144
-7890219.37228818,5325781.69911657
-7890219.37480879,5325803.79583292
-7890219.38190629,5325866.01477225
-7890249.95972788,5325908.45976205
-7890528.51155927,5325908.42776024
-7890559.08938058,5325950.87294276
-7890713.65178481,5325950.85518573
-7890745.06923276,5325908.40288108
-7890807.07307322,5325993.29486562
-7890868.21903082,5325993.28784084
-7890899.63647844,5325950.83381897
-7890930.20834406,5325950.83030676
-7890961.6257919,5325908.3780024
-7890992.20188815,5325935.70461637
-7891019.37729024,5325932.79454924
-7891032.11584582,5325932.7930858
-7891076.27622702,5325928.717986
-7891116.18647,5325893.24174663
-7891146.76117313,5325908.35673374
-7891177.33620799,5325926.38021187
-7891208.76128352,5325950.79830585
-7891239.33620018,5325977.54426209
-7891270.76028088,5325993.24159538
-7891301.33631047,5326019.9861487
-7891380.32532791,5326105.45798606
-7891393.91485298,5326119.99447718
-7891425.33820395,5326129.2957203
-7891487.34209519,5326204.8847752
-7891512.8212623,5326222.90788678
-7891579.91407031,5326247.32418292
-7891610.48704844,5326247.3206705
-7891624.07663973,5326262.43818216
-7891654.6486228,5326253.71200753
-7891672.47636035,5326204.86350593
-7891658.87960505,5326126.94267599
-7891618.95967822,5326077.51915937
-7891579.88919532,5326029.25890147
-7891517.89504077,5326029.26602345
-7891477.97990426,5326031.59679878
-7891455.897982,5326013.57214185
-7891407.48779486,5325989.15431063
-7891385.4048778,5325962.40886995
-7891363.32322085,5325946.71051523
-7891332.74586469,5325908.33536776
-7891301.31873306,5325865.89047648
-7891301.31395742,5325824.02294085
-7891221.47874661,5325765.88340647
-7891199.39677249,5325757.16374478
-7891168.82200306,5325741.46671079
-7891116.16405123,5325696.69891004
-7891022.73314719,5325569.9483602
-7891022.7138477,5325400.7408898
-7891084.69832101,5325315.84157537
-7891084.69347978,5325273.39424396
-7891138.18607255,5325179.77540425
-7891146.67429202,5325146.63158982
-7891116.0964725,5325104.19006362
-7891098.25720848,5325061.74574299
-7891120.3289708,5324980.92370752
-7891160.24359169,5324983.82577181
-7891177.22896883,5324986.14975027
-7891208.64542371,5324934.98040291
-7891208.63574281,5324850.09092061
-7891177.20861253,5324807.65083991
-7891275.70567586,5324673.91275795
-7891226.44007836,5324596.00880095
-7891168.68168592,5324511.12903274
-7891177.17002512,5324469.26812087
-7891208.5874754,5324426.82102972
-7891208.58263583,5324384.37926424
-7891239.14966205,5324341.93418083
-7891270.57195213,5324341.93057232
-7891322.37402736,5324329.13290194
-7891370.77837984,5324302.38412135
-7891421.73008313,5324280.28510725
-7891469.28519053,5324254.11723899
-7891513.44305293,5324227.94983424
-7891560.1504538,5324225.61873019
-7891604.31414966,5324250.61311274
-7891646.77869261,5324270.95625324
-7891690.08558644,5324230.25529075
-7891729.14221163,5324156.9948142
-7891765.6510223,5324075.01610222
-7891796.2158476,5324003.50284444
-7891826.78287423,5323961.05949305
-7891857.35585266,5323961.05598251
-7891888.7733037,5323918.61272649
-7891919.34628209,5323918.609216
-7891981.3307598,5323833.7218566
-7892135.89316058,5323833.70410974
-7892197.89810521,5323918.57723205
-7892321.88752697,5323918.56299548
-7892352.46534348,5323960.99913252
-7892383.03832149,5323960.9956221
-7892399.17657407,5323982.50399433
-7892414.46544922,5324003.43185443
-7892537.60555898,5324003.4177153
-7892569.0326204,5324045.27347857
-7892631.01716334,5323960.96714912
-7892631.01338534,5323927.828637
-7892569.85715642,5323837.72339612
-7892537.5813671,5323791.21891956
-7892507.00838918,5323791.22242981
-7892445.00351197,5323706.93262991
-7892506.98910304,5323622.04719575
-7892506.98426518,5323579.60908893
-7892563.8838637,5323581.34597888
-7892615.6911736,5323614.4773138
-7892659.85798248,5323666.79354548
-7892692.9844611,5323715.62444149
-7892700.62840822,5323726.6694706
-7892741.39863509,5323784.80079474
-7892790.66071494,5323831.88546149
-7892844.16704466,5323868.50444218
-7892902.76672323,5323883.03228313
-7892963.90884794,5323859.18961805
-7893029.29930444,5323841.15911121
-7893096.38826445,5323831.85035978
-7893163.47656156,5323816.72752029
-7893224.61834096,5323780.09405581
-7893275.56672914,5323728.92907768
-7893321.41983304,5323673.11375885
-7893370.66973134,5323623.11083306
-7893415.67339167,5323566.13345645
-7893447.08587266,5323480.09156042
-7893454.7184218,5323391.14550944
-7893469.99556735,5323309.17596107
-7893493.76635521,5323231.85561735
-7893522.63236137,5323158.60567017
-7893557.44342692,5323094.07531773
-7893607.5433663,5323050.4696118
-7893670.3854917,5323028.95432032
-7893732.37883574,5323012.08852657
-7893791.82313314,5322995.22457981
-7893819.84784538,5322992.31533331
-7893849.57117984,5322989.40436887
-7893903.07366443,5322992.30578022
-7893950.63307728,5323003.92596908
-7893993.94573539,5323013.80334293
-7894038.95310685,5322989.38263077
-7894078.0082774,5322903.34517269
-7894091.58415227,5322798.12775147
-7894108.55740488,5322694.07380508
-7894149.31186117,5322613.85069396
-7894207.90418425,5322563.85236918
-7894269.04902476,5322563.84535151
-7894300.47614857,5322606.27675875
-7894331.04912531,5322606.27324984
-7894362.47618261,5322648.12122727
-7894393.04804617,5322648.11771846
-7894455.05298241,5322732.98006498
-7894609.61537436,5322732.96232531
-7894640.19318667,5322775.3930744
-7894671.61547429,5322775.38946794
-7894702.19217364,5322817.82193373
-7894826.18270134,5322817.80770284
-7894856.75933407,5322859.65672553
-7894980.74986123,5322859.64249464
-7895011.32656036,5322902.07534311
-7895073.32182373,5322902.06822764
-7895103.89963576,5322944.49974485
-7895165.89378583,5322944.49262949
-7895227.89872119,5323029.35766849
-7895258.47169709,5323029.35415944
-7895413.85928318,5322817.74025429
-7895413.85444733,5322775.30428045
-7895474.98961469,5322690.42894159
-7895382.4080489,5322563.71757466
-7895320.41278589,5322563.72468944
-7895289.83608775,5322521.29490209
-7895227.84082457,5322521.30201684
-7895197.26301327,5322478.87242231
-7895135.26886305,5322478.87953691
-7895103.84174035,5322436.44870875
-7894826.13924675,5322436.48057862
-7894794.71212394,5322394.05146674
-7894764.13914753,5322394.05497538
-7894733.56140205,5322352.2065152
-7894640.1449633,5322352.21723591
-7894609.57675583,5322394.07271351
-7894517.009628,5322394.08333692
-7894485.58257106,5322352.23497399
-7894423.5873065,5322352.24208883
-7894300.42786061,5322182.52651149
-7894303.81940941,5322132.53835487
-7894299.56921062,5322100.56942404
-7894292.77020448,5322051.1634133
-7894279.1727351,5321966.88376256
-7894278.31355592,5321880.27825425
-7894294.44021634,5321800.06496
-7894317.36065086,5321723.3392499
-7894350.47374719,5321654.7508466
-7894404.81964874,5321605.92068814
-7894474.45660801,5321597.19438463
-7894544.94632189,5321618.69260057
-7894623.07792838,5321633.21317934
-7894707.15252804,5321628.55486811
-7894788.67859784,5321618.66463391
-7894852.36963697,5321593.66339419
-7894908.41608102,5321561.69091321
-7894963.61394206,5321536.11029487
-7895022.21255727,5321541.33421919
-7895079.11493383,5321567.48249719
-7895114.78438575,5321582.58990093
-7895136.01704542,5321591.30576404
-7895192.0691837,5321609.31798967
-7895247.26896466,5321600.59333996
-7895301.61811011,5321580.24490596
-7895355.11887126,5321568.0328604
-7895407.77177785,5321568.60732693
-7895457.87627484,5321555.23314872
-7895505.43146044,5321539.53573438
-7895536.85467452,5321547.66835799
-7895568.28179548,5321590.09514868
-7895660.84892129,5321590.08452791
-7895691.42673082,5321632.51008501
-7895753.42088051,5321632.50297204
-7895815.40647587,5321547.63639855
-7895786.52768623,5321508.69862662
-7895722.82491619,5321420.94205779
-7895691.40262914,5321420.94566289
-7895660.82481991,5321378.52106668
-7895660.81515328,5321293.66391354
-7895629.38803302,5321251.23999283
-7895629.38326608,5321209.39314526
-7895589.46480922,5321172.7815057
-7895551.245041,5321136.75181923
-7895503.68549806,5321123.97146786
-7895449.33310826,5321115.84031994
-7895393.28183136,5321105.3859342
-7895337.23220938,5321109.46028901
-7895282.03375225,5321129.80779446
-7895225.98651375,5321154.80691488
-7895165.69000466,5321155.97632031
-7895104.54264908,5321133.89761618
-7895041.69562404,5321112.39963864
-7894986.48961905,5321066.4918382
-7894949.11538764,5320997.33435007
-7894949.10578813,5320913.06264958
-7894980.5232432,5320870.63324744
-7894980.51841056,5320828.20764284
-7895042.50296285,5320743.93035638
-7895073.0759394,5320743.92684912
-7895103.64408335,5320701.49678934
-7895135.06637105,5320701.49318469
-7895197.05085753,5320616.63659322
-7895197.0460252,5320574.21061887
-7895227.61416958,5320531.78285363
-7895227.60940368,5320489.93922888
-7895320.16203533,5320362.65603912
-7895320.15720362,5320320.23274179
-7895258.1534555,5320235.97426096
-7895289.57091166,5320193.54793471
-7895289.56608005,5320151.12388194
-7895444.10438143,5319939.57528056
-7895444.09955044,5319897.15390461
-7895474.66658283,5319854.72921495
-7895474.64732582,5319685.62527549
-7895506.06478289,5319643.20144903
-7895506.05035775,5319516.5223167
-7895474.62323963,5319474.10494201
-7895474.61840942,5319431.68567966
-7895444.04171588,5319389.27011586
-7895444.00803871,5319093.50120468
-7895505.99253065,5319008.65769658
-7895536.5655072,5319008.65419082
-7895598.55111248,5318923.8114533
-7895598.53186184,5318754.72588629
-7895629.09889608,5318712.30486152
-7895598.52220372,5318669.89256325
-7895621.43881136,5318559.49276788
-7895658.79319186,5318454.32154133
-7895686.81195108,5318399.12009397
-7895697.84943617,5318377.62145847
-7895723.31786959,5318291.62650679
-7895782.75396772,5318202.72391245
-7895817.56655572,5318141.71413
-7895893.14029434,5318059.20191256
-7895964.4710597,5318017.94299322
-7896061.28367361,5317998.75959152
-7896136.01241081,5317963.88976184
-7896214.98987532,5317938.3177939
-7896293.11731207,5317916.2307241
-7896368.69892022,5317902.85885612
-7896438.3347549,5317884.25908543
-7896490.98270169,5317841.2592061
-7896535.98696936,5317789.54716383
-7896587.78474546,5317738.99516872
-7896587.77998445,5317697.16405094
-7896711.75008984,5317527.5046904
-7896711.7405026,5317443.26428422
-7896680.31338876,5317400.85632008
-7896649.74152589,5317400.85982418
-7896618.31441222,5317358.4535754
-7896587.74143617,5317358.45707961
-7896557.17328662,5317400.87043425
-7896525.75099936,5317400.87403586
-7896495.17430984,5317358.46768949
-7896309.18963219,5317358.48900692
-7896278.61182937,5317316.08285292
-7896248.03885305,5317316.08635717
-7896216.61173886,5317273.67896996
-7896186.0398756,5317273.68247405
-7896154.62241467,5317316.09706452
-7896154.62724124,5317358.50672294
-7896124.05909147,5317400.92007816
-7896062.06382739,5317400.92718422
-7896031.48713736,5317358.52083744
-7896000.06484966,5317358.52443913
-7895938.07923901,5317443.35296286
-7895938.08406585,5317485.76319894
-7896000.08891789,5317569.99688276
-7896000.09374492,5317612.40769358
-7896062.09755027,5317697.22430924
-7896062.10231144,5317739.05542759
-7896031.53527545,5317781.47051021
-7895938.11772373,5317781.48121897
-7895907.5399199,5317739.07314542
-7895876.96805649,5317739.07664996
-7895814.9632037,5317654.84144206
-7895752.96793924,5317654.84854866
-7895722.40090293,5317697.26324928
-7895690.97861505,5317697.26685131
-7895660.41039963,5317739.10147478
-7895690.98820373,5317781.50954856
-7895536.44988309,5317993.00928521
-7895504.17874682,5317997.07955435
-7895443.03708093,5318024.97535845
-7895381.89403712,5318050.54551973
-7895328.39631544,5318089.47984933
-7895279.14463186,5318133.64259464
-7895227.34440806,5318162.69832804
-7894980.25338047,5318500.88095493
-7894980.26786739,5318628.12816601
-7895010.8444943,5318669.95994725
-7895010.85898203,5318797.20946102
-7894980.29194746,5318839.62934862
-7894980.29677703,5318882.04744642
-7894946.33092161,5318920.40113583
-7894948.88408174,5318966.30443046
-7894918.31110471,5318966.30793632
-7894887.74295729,5319008.72859196
-7894825.74880503,5319008.73570105
-7894794.33134643,5319051.15664682
-7894763.75836929,5319051.16015278
-7894701.77269737,5319135.42216837
-7894701.77752751,5319177.8416093
-7894671.21049349,5319220.26322555
-7894671.22015396,5319305.10154718
-7894639.80269583,5319347.5238389
-7894639.81712093,5319474.20068119
-7894609.24897447,5319516.62516676
-7894516.68184475,5319516.63578319
-7894485.26438693,5319559.05903567
-7894454.69140965,5319559.06254211
-7894392.70573928,5319643.32913965
-7894392.71057017,5319685.74936364
-7894330.7260796,5319770.59902338
-7894300.15310224,5319770.60253003
-7894268.73564477,5319813.02693609
-7894238.1637805,5319813.03044265
-7894210.14310471,5319851.38727333
-7894145.60996476,5319939.7242158
-7894083.61581171,5319939.73132673
-7894053.04766583,5319982.15792709
-7894021.62537708,5319982.16153138
-7893991.05723108,5320024.58680111
-7893959.63494229,5320024.59040545
-7893929.06784335,5320066.43545336
-7893897.64555452,5320066.43905775
-7893867.06781133,5320024.60102354
-7893836.49483365,5320024.60453049
-7893794.02599327,5319966.49679891
-7893774.49101678,5319939.76678477
-7893712.49575,5319939.77389599
-7893619.91419009,5319813.10135667
-7893588.49190095,5319813.10496092
-7893527.35554185,5319897.37375419
-7893495.93325265,5319897.37735853
-7893465.36621935,5319939.80224348
-7893403.37095207,5319939.80935485
-7893372.7931424,5319897.39148357
-7893341.37085307,5319897.39508794
-7893310.79415651,5319854.97740908
-7893248.80855216,5319939.82708453
-7893217.38143108,5319897.40931054
-7893150.28836458,5319870.68647259
-7893078.95105805,5319864.30109242
-7893006.76437422,5319857.33693596
-7892937.12496187,5319844.55934388
-7892869.18377489,5319828.2961292
-7892801.24424251,5319826.56120034
-7892735.00518572,5319841.09707895
-7892672.16312098,5319863.18542804
-7892607.62235563,5319874.81610901
-7892545.62980066,5319898.64869917
-7892484.48773629,5319923.06318154
-7892419.09694333,5319938.17951976
-7892353.70719729,5319952.71547497
-7892293.41386026,5319981.77784403
-7892239.06715837,5320023.62542945
-7892200.00946145,5320087.55464278
-7892166.8964922,5320157.29390455
-7892135.48207955,5320226.45306776
-7892105.76720419,5320293.8697387
-7892073.50348048,5320363.02848717
-7892042.93050144,5320363.03199477
-7892012.36235532,5320405.46051951
-7891980.94006498,5320405.46412461
-7891950.37303186,5320447.89131856
-7891918.95074148,5320447.89492371
-7891918.94590861,5320405.47123726
-7891826.36322748,5320278.79085829
-7891795.79136134,5320278.79436576
-7891764.36423816,5320236.37505221
-7891702.36896824,5320236.38216481
-7891671.80082154,5320278.80859109
-7891641.22895528,5320278.81209859
-7891609.81143125,5320320.65838483
-7891547.81616111,5320320.66549763
-7891412.80785392,5320505.48815398
-7891393.27785328,5320532.22274609
-7891362.70598686,5320532.22625386
-7891332.13784054,5320574.65402424
-7891300.71554968,5320574.65762963
-7891237.01172525,5320487.49179569
-7891176.70685498,5320405.55639718
-7891146.13387523,5320405.55990501
-7891084.12893817,5320320.71869797
-7890960.9888205,5320320.73282649
-7890899.00432875,5320405.58826006
-7890867.58203749,5320405.5918654
-7890837.00422419,5320363.17035488
-7890744.4515857,5320490.45356256
-7890651.88333411,5320490.46418404
-7890620.46580994,5320532.31141932
-7890558.47165141,5320532.31853277
-7890527.90350468,5320574.74630422
-7890497.33052445,5320574.74981234
-7890464.20483061,5320523.03159499
-7890404.75934651,5320539.31063493
-7890373.33149292,5320490.49614603
-7890341.90920124,5320490.49975157
-7890311.33138742,5320448.07937876
-7890280.75952011,5320448.08288669
-7890187.32745592,5320320.82159526
-7890094.76031598,5320320.83221657
-7890064.18256825,5320278.99304172
-7889971.61542798,5320279.00366301
-7889940.19790306,5320320.84995145
-7889909.6249223,5320320.85345949
-7889878.19786306,5320279.01438193
-7889847.62599536,5320279.01788982
-7889817.04818129,5320236.59847709
-7889693.05874813,5320236.6127039
-7889670.98114386,5320266.25352395
-7889661.64128912,5320279.03923032
-7889538.50116681,5320279.05335996
-7889445.93814285,5320324.97424843
-7889436.59815585,5320336.59917264
-7889367.8038767,5320287.20960194
-7889320.23664505,5320207.01728994
-7889335.51512433,5320136.6977576
-7889324.46552407,5320051.85466754
-7889295.58044008,5319957.71567916
-7889257.35609713,5319881.59251354
-7889206.39810891,5319858.35332536
-7889153.74592133,5319864.17100064
-7889099.39577294,5319875.79899242
-7889037.39884355,5319861.27929411
-7888978.79717313,5319829.32436963
-7888942.27304166,5319767.1498259
-7888939.71815642,5319706.1325826
-7888953.29748494,5319631.16934447
-7888971.12429701,5319564.34072295
-7888978.75857886,5319490.54006201
-7888945.63129625,5319424.88056477
-7888942.22498231,5319345.27095711
-7888972.79114638,5319285.41644778
-7888985.53043132,5319291.80663039
-7889025.44525415,5319296.45107636
-7889136.68269712,5319178.47991999
-7889136.67310001,5319094.2246189
-7889105.24597533,5319051.80915897
-7889074.67410674,5319051.81266605
-7889039.0068456,5319065.76348163
-7888990.59922825,5319054.14676336
-7888902.28262448,5319098.89891115
-7888796.13556714,5319178.51898757
-7888765.56369834,5319178.52249482
-7888734.14623688,5319220.94421653
-7888703.57325491,5319220.94772396
-7888672.14612973,5319178.53321185
-7888641.57426083,5319178.53671913
-7888579.58864918,5319263.38025811
-7888517.59337365,5319263.38737054
-7888456.43885859,5319178.55795842
-7888456.43402657,5319136.13851056
-7888425.00696752,5319094.30626065
-7888394.43398528,5319094.30976804
-7888363.00685975,5319051.89430744
-7888332.43499057,5319051.89781469
-7888270.43005123,5318967.07042003
-7888239.85706884,5318967.07392735
-7888208.42994332,5318924.65904427
-7888177.85807399,5318924.66255145
-7888146.43101491,5318882.83124821
-7888053.84826154,5318755.59117512
-7888023.27639204,5318755.59468219
-7887930.6937049,5318628.93666671
-7887899.27141079,5318628.94027126
-7887837.2675848,5318544.11671577
-7887806.69460197,5318544.12022284
-7887776.11678792,5318501.70716201
-7887744.69449367,5318501.71076649
-7887714.12745508,5318544.13084141
-7887714.13228618,5318586.5460788
-7887682.70999189,5318586.54968336
-7887652.14184013,5318628.96862052
-7887590.14656281,5318628.97573232
-7887559.5698617,5318586.56380928
-7887528.14756729,5318586.56741387
-7887497.56975305,5318544.15568341
-7887405.00260541,5318544.16630218
-7887342.99766526,5318459.34199285
-7887157.01294439,5318459.36332779
-7887126.44590525,5318501.78168777
-7887095.87292184,5318501.78519497
-7887095.86809069,5318459.37034198
-7887064.44103087,5318417.53959814
-7887064.43619985,5318375.12512757
-7887033.8583854,5318332.7143566
-7887033.84872351,5318247.88485495
-7886909.85927955,5318247.89907776
-7886817.27770412,5318121.24946526
-7886785.85540899,5318121.25306964
-7886724.71903683,5318205.50661401
-7886693.29674164,5318205.51021848
-7886662.7297018,5318247.92742629
-7886600.7344227,5318247.93453791
-7886570.16626977,5318290.35193854
-7886538.7391435,5318247.94164956
-7886508.16244177,5318205.53145549
-7886476.74014641,5318205.53506001
-7886415.58458281,5318121.29554311
-7886415.57009064,5317994.05521889
-7886384.1430307,5317952.22655769
-7886353.5711597,5317952.23006448
-7886322.14403366,5317909.8213099
-7886291.57104947,5317909.8248168
-7886260.15358436,5317952.24078011
-7886260.15834885,5317994.07304582
-7886229.59019528,5318036.4892942
-7886260.1680102,5318078.89872107
-7886260.17284115,5318121.31337056
-7886322.17771649,5318205.5527903
-7886322.19704095,5318375.21027367
-7886229.64320514,5318501.88456773
-7886167.64903857,5318501.89167983
-7886137.08088607,5318544.31175698
-7886137.09054929,5318629.14242782
-7886105.67301932,5318670.98132923
-7886167.67796283,5318755.8075607
-7886199.10025833,5318755.80395567
-7886229.66729729,5318713.38291839
-7886260.24028135,5318713.37941083
-7886291.65774505,5318670.95999186
-7886322.23072907,5318670.95648435
-7886353.65785618,5318713.36869334
-7886353.66268814,5318755.78622301
-7886446.24433406,5318883.02630077
-7886446.24909981,5318924.86121061
-7886476.82691591,5318967.2761927
-7886476.83174807,5319009.69335183
-7886384.277916,5319136.37624895
